transaction_id,product_id,customer_id,transaction_date,online_order,product_size
512,62,1020,2017-10-02,1,medium
513,0,1052,2017-11-29,0,medium
514,57,1679,2017-01-02,1,large
515,53,3330,2017-11-18,0,medium
516,43,1591,2017-05-03,0,medium
517,77,311,2017-01-01,1,medium
518,84,1996,2017-11-25,0,medium
519,77,997,2017-10-19,1,large
520,88,1276,2017-09-21,0,medium
521,92,693,2017-02-18,0,small
522,7,3013,2017-01-26,0,small
523,84,2234,2017-01-07,1,medium
524,99,1171,2017-02-10,1,medium
525,37,1849,2017-04-27,0,medium
526,20,827,2017-04-02,1,small
527,14,1499,2017-08-27,1,small
528,42,2233,2017-05-04,1,small
529,6,103,2017-06-03,1,medium
530,62,1202,2017-03-31,,medium
531,22,1494,2017-06-10,1,medium
532,77,1559,2017-10-15,1,medium
533,57,3381,2017-02-09,0,large
534,14,1517,2017-04-08,0,small
535,30,776,2017-10-28,1,medium
536,36,1018,2017-12-03,1,medium
537,4,3280,2017-08-18,1,medium
538,74,1042,2017-03-23,0,medium
539,38,1312,2017-09-04,1,medium
540,40,682,2017-09-02,1,medium
541,80,1499,2017-04-13,1,medium
542,96,1555,2017-07-08,0,large
543,45,246,2017-12-03,0,medium
544,0,2734,2017-05-19,1,medium
545,45,2336,2017-05-19,0,medium
546,73,2391,2017-08-21,1,medium
547,94,2139,2017-06-26,1,large
548,89,867,2017-03-06,1,large
549,1,543,2017-01-25,0,medium
550,77,2839,2017-09-05,0,large
551,0,3382,2017-10-15,1,medium
552,21,333,2017-11-30,1,large
553,96,2826,2017-10-22,0,small
554,12,1707,2017-01-31,0,large
555,90,1198,2017-05-08,1,medium
556,91,359,2017-09-04,0,medium
557,54,170,2017-01-16,1,medium
558,0,3481,2017-02-22,0,medium
559,20,3104,2017-03-21,,small
560,7,695,2017-01-10,0,small
561,65,2298,2017-01-01,0,medium
562,53,753,2017-09-23,0,medium
563,97,3071,2017-04-05,0,large
564,45,1913,2017-11-18,1,medium
565,65,2633,2017-09-23,0,medium
566,90,178,2017-11-28,0,medium
567,12,252,2017-03-09,0,medium
568,10,1032,2017-08-04,1,medium
569,76,1094,2017-05-08,0,small
570,68,1396,2017-12-21,1,medium
571,2,1186,2017-08-20,0,medium
572,4,2770,2017-01-27,1,medium
573,89,2271,2017-07-06,0,large
574,89,2518,2017-01-25,1,large
575,18,3197,2017-06-26,1,medium
576,66,2538,2017-02-26,0,medium
577,1,149,2017-05-04,,medium
578,63,1579,2017-10-13,1,medium
579,51,1979,2017-05-31,1,medium
580,66,1447,2017-04-13,1,small
581,52,2618,2017-12-19,0,medium
582,9,1224,2017-08-03,1,medium
583,0,3053,2017-04-16,0,medium
584,43,1019,2017-09-13,1,medium
585,56,1677,2017-03-22,0,medium
586,95,1047,2017-04-14,1,large
587,82,1320,2017-08-14,0,medium
588,44,823,2017-08-30,1,medium
589,7,854,2017-10-04,0,medium
590,0,1141,2017-02-16,1,large
591,87,1574,2017-07-23,0,medium
592,31,132,2017-03-21,0,medium
593,20,1399,2017-12-14,1,small
594,2,2118,2017-08-17,0,small
595,84,825,2017-01-12,0,medium
596,86,1691,2017-02-01,0,large
597,12,345,2017-08-13,0,large
598,15,1665,2017-01-03,1,medium
599,45,1059,2017-12-08,1,medium
600,0,964,2017-06-24,0,medium
601,76,1466,2017-11-27,1,small
602,89,3477,2017-08-23,1,large
603,52,3318,2017-05-12,1,large
604,96,2490,2017-03-04,1,small
605,0,3023,2017-03-23,0,medium
606,70,2878,2017-12-30,0,medium
607,48,2754,2017-05-28,1,medium
608,65,266,2017-09-14,0,medium
609,74,1409,2017-03-29,0,medium
610,85,3482,2017-10-20,0,medium
611,85,368,2017-12-06,1,medium
612,2,3275,2017-07-20,0,medium
613,91,904,2017-03-03,0,medium
614,24,2536,2017-03-08,1,large
615,81,375,2017-07-22,1,small
616,9,2694,2017-07-13,1,medium
617,12,3285,2017-08-12,0,medium
618,79,3016,2017-06-27,1,large
619,12,3493,2017-03-16,0,large
620,89,864,2017-06-22,0,large
621,62,2510,2017-03-27,0,medium
622,89,3097,2017-10-14,0,large
623,94,2156,2017-03-01,0,large
624,0,1600,2017-08-12,0,medium
625,82,2033,2017-09-15,0,medium
626,34,1999,2017-06-12,0,large
627,90,968,2017-01-20,0,medium
628,3,2060,2017-02-17,1,large
629,100,2569,2017-03-11,0,medium
630,92,2853,2017-10-10,1,large
631,3,818,2017-11-20,0,large
632,62,3164,2017-09-10,1,medium
633,49,2211,2017-09-10,1,medium
634,83,2069,2017-04-29,0,large
635,41,2296,2017-08-31,1,medium
636,35,2836,2017-07-02,0,medium
637,96,524,2017-02-14,0,small
638,95,1436,2017-02-11,0,large
639,21,482,2017-04-17,0,large
640,95,760,2017-09-05,0,large
641,93,757,2017-10-19,0,medium
642,30,1570,2017-09-05,0,medium
643,0,3245,2017-09-28,0,medium
644,97,1841,2017-08-20,0,large
645,99,3039,2017-04-27,0,medium
646,3,2590,2017-10-12,0,large
647,54,2175,2017-03-05,1,medium
648,84,485,2017-10-16,1,medium
649,53,606,2017-11-01,0,medium
650,42,761,2017-04-26,0,small
651,64,3154,2017-03-11,0,large
652,4,1739,2017-10-23,1,medium
653,26,2700,2017-06-28,1,medium
654,56,1775,2017-06-17,0,medium
655,8,46,2017-05-12,0,small
656,26,3470,2017-12-28,0,medium
657,22,3190,2017-02-21,1,medium
658,30,3076,2017-06-04,0,medium
659,0,2240,2017-04-18,1,medium
660,87,2814,2017-12-17,0,medium
661,87,29,2017-09-16,0,medium
662,41,2072,2017-07-26,0,medium
663,71,2486,2017-05-15,1,large
664,100,2383,2017-01-21,1,medium
665,35,759,2017-10-09,1,medium
666,62,2777,2017-02-16,1,medium
667,72,3109,2017-06-14,0,medium
668,69,3190,2017-03-03,0,medium
669,68,3420,2017-04-07,0,medium
670,5,112,2017-01-29,0,medium
671,67,2874,2017-04-09,0,medium
672,32,940,2017-05-22,1,medium
673,61,1952,2017-07-08,1,medium
674,69,1618,2017-12-02,1,medium
675,0,1817,2017-07-05,1,medium
676,30,1665,2017-06-26,0,medium
677,0,2609,2017-07-02,0,
678,61,626,2017-08-06,0,medium
679,74,693,2017-12-20,1,medium
680,32,2151,2017-01-31,1,medium
681,75,3085,2017-12-05,1,large
682,34,1747,2017-06-23,0,large
683,73,2095,2017-12-10,0,medium
684,99,1289,2017-12-19,0,medium
685,34,2347,2017-08-20,0,medium
686,54,1762,2017-06-19,0,medium
687,66,1374,2017-05-16,0,small
688,40,836,2017-08-01,0,medium
689,88,2310,2017-12-13,1,small
690,15,1371,2017-11-18,0,medium
691,8,1385,2017-03-21,0,small
692,36,2744,2017-07-11,0,medium
693,8,2999,2017-01-24,1,small
694,0,294,2017-06-15,1,medium
695,78,1282,2017-11-22,0,large
696,64,1400,2017-07-06,0,large
697,29,2285,2017-11-21,0,medium
698,88,623,2017-07-02,1,small
699,60,1535,2017-08-13,0,small
700,58,2153,2017-08-02,1,medium
701,51,2477,2017-11-20,0,medium
702,54,2368,2017-01-05,1,medium
703,24,211,2017-10-02,1,large
704,0,1874,2017-08-01,0,medium
705,50,2243,2017-03-26,0,small
706,54,1329,2017-01-05,1,medium
707,86,260,2017-08-18,0,large
708,80,2587,2017-06-02,1,medium
709,41,2606,2017-01-15,0,medium
710,5,437,2017-07-29,0,medium
711,35,1117,2017-05-05,1,medium
712,82,2101,2017-01-18,0,medium
713,47,2638,2017-06-06,1,small
714,0,2554,2017-03-20,1,medium
715,65,3393,2017-06-29,0,medium
716,91,1929,2017-09-08,1,medium
717,5,2167,2017-02-23,0,medium
718,13,2618,2017-11-16,0,medium
719,95,1753,2017-12-03,0,medium
720,0,1480,2017-10-16,1,medium
721,5,364,2017-12-19,0,medium
722,27,633,2017-01-04,0,medium
723,19,1284,2017-07-28,0,large
724,53,521,2017-07-29,1,medium
725,29,2839,2017-12-13,1,medium
726,71,352,2017-01-25,0,large
727,94,3486,2017-12-09,0,large
728,14,3048,2017-10-09,1,small
729,52,1791,2017-01-15,0,medium
730,62,1721,2017-09-09,1,medium
731,0,411,2017-02-09,0,medium
732,35,1644,2017-12-08,0,medium
733,50,679,2017-05-12,1,small
734,74,2989,2017-04-30,1,medium
735,32,2485,2017-07-18,1,medium
736,55,459,2017-06-30,1,large
737,42,669,2017-01-10,1,small
738,26,2894,2017-01-21,0,medium
739,37,2184,2017-08-16,0,medium
740,3,2908,2017-02-06,1,large
741,56,1340,2017-12-02,1,small
742,0,2419,2017-11-09,0,medium
743,28,445,2017-02-22,1,small
744,78,463,2017-03-20,1,large
745,69,255,2017-11-03,0,medium
746,98,1210,2017-05-31,1,medium
747,32,3499,2017-06-21,0,medium
748,80,2865,2017-12-30,1,large
749,9,2167,2017-07-17,1,medium
750,75,2195,2017-12-28,0,large
751,14,1754,2017-05-10,0,small
752,59,1881,2017-10-29,1,large
753,22,1216,2017-05-07,0,medium
754,85,1192,2017-09-02,0,medium
755,53,229,2017-08-11,1,medium
756,60,2383,2017-07-14,1,small
757,27,2488,2017-01-25,0,medium
758,94,3278,2017-11-09,1,large
759,94,3435,2017-07-05,1,large
